iter	Logloss
195	0.08897701891
196	0.08897586684
197	0.08897158565
198	0.08897082445
199	0.08896865392
200	0.0889682318
201	0.08896611711
202	0.08896391217
203	0.08896065259
204	0.08895634145
205	0.08894964
206	0.08895075626
207	0.08894916688
208	0.08894717592
209	0.08894758644
210	0.0889433097
211	0.0889487019
212	0.08894800236
213	0.08894583764
214	0.08894033065
215	0.08893675435
216	0.08893816594
217	0.08893604409
218	0.08893008055
219	0.08892639975
220	0.08892599414
221	0.08892501676
222	0.08892284935
223	0.08892304902
224	0.08891764615
225	0.0889186727
226	0.0889145322
227	0.08891277486
228	0.0889108527
229	0.08890436521
230	0.08890462158
231	0.08890337751
232	0.08890266009
233	0.08890210976
234	0.0889017725
235	0.08890066824
236	0.08890301567
237	0.08890406273
238	0.08889799208
239	0.08889499471
240	0.08889418844
241	0.0888911223
242	0.08888862611
243	0.08888584226
244	0.08887911937
245	0.08887874371
246	0.08887828274
247	0.08887268737
248	0.08887041984
249	0.08886711602
250	0.08886703202
251	0.08886931468
252	0.08886560301
253	0.0888646667
254	0.08886343961
255	0.08886345435
256	0.08886125702
257	0.08885996338
258	0.08885604087
259	0.08885476284
260	0.08885202638
261	0.08884578376
262	0.08884185129
263	0.08883943954
264	0.08883892226
265	0.08883363332
266	0.08883289403
267	0.0888335748
268	0.08883215295
269	0.08882892685
270	0.08882616981
271	0.0888274496
272	0.08882560069
273	0.08882653252
274	0.08882559713
275	0.08882448259
276	0.08882256712
277	0.08882166746
278	0.08881971315
279	0.08881543151
280	0.08880911155
281	0.08880922993
282	0.08880497326
283	0.08880400566
284	0.08880444254
285	0.0888014917
286	0.08880242531
287	0.0888015913
288	0.08880045399
289	0.08879931938
290	0.08880081539
291	0.08880062019
292	0.08879973975
293	0.0887977997
294	0.0887996696
295	0.08879651545
296	0.08879600934
297	0.08879442801
298	0.08879408851
299	0.08879443516
300	0.08879274885
301	0.08879250182
302	0.08879142081
303	0.08878983767
304	0.08878915912
305	0.08878781141
306	0.08878788065
307	0.08878543808
308	0.08878480731
309	0.08878428467
310	0.08878377677
311	0.08878215522
312	0.08878231112
313	0.08878268504
314	0.08877962095
315	0.08877991309
316	0.08877363825
317	0.08876967329
318	0.08876312061
319	0.08876278871
320	0.08876373348
321	0.08876892417
322	0.0887593616
323	0.0887589743
324	0.08876176619
325	0.0887525498
326	0.08875101585
327	0.08875047804
328	0.08874931348
329	0.08874500995
330	0.08874439204
331	0.0887441812
332	0.08874268474
333	0.08874289919
334	0.08874200712
335	0.0887414617
336	0.08874135093
337	0.08874105029
338	0.08874532078
339	0.08874022971
340	0.08874294968
341	0.08874413078
342	0.08874309934
343	0.08874197721
344	0.08874177173
345	0.08874060712
346	0.08873990224
347	0.08873944614
348	0.08874005097
349	0.08873904813
350	0.08874191819
351	0.08873444313
352	0.0887341014
353	0.08873418812
354	0.08873187107
355	0.08873187016
356	0.08873233698
357	0.08873161019
358	0.08873107731
359	0.08872972781
360	0.08872919713
361	0.08872495657
362	0.08872249619
363	0.08872017245
364	0.08871715274
365	0.08871639244
366	0.08871322173
367	0.08870814129
368	0.08870918511
369	0.08870553465
370	0.08870441611
371	0.08870421912
372	0.08870383629
373	0.08870651964
374	0.08870687074
375	0.08870425082
376	0.08870660093
377	0.08870811748
378	0.08870785125
379	0.08871012541
380	0.08870648747
381	0.0887010008
382	0.08869973529
383	0.08869992784
384	0.08870261075
385	0.08870182232
386	0.08870129298
387	0.08870105399
388	0.08870151052
389	0.08869871101
390	0.08869802128
391	0.08869781312
392	0.08869589671
393	0.08869559027
394	0.08869309365
395	0.08868933822
396	0.08868825361
397	0.08868687956
398	0.08868573601
399	0.08868496813
400	0.08868451383
401	0.08868273238
402	0.08868176213
403	0.08867967156
404	0.08867921459
405	0.08867848959
406	0.08867918994
407	0.088683816
408	0.08868383834
409	0.08868285067
410	0.08868341128
411	0.0886828453
412	0.08868038041
413	0.08867967998
414	0.08867779088
415	0.08867823044
416	0.08867779936
417	0.08867708732
418	0.08867672191
419	0.08867668349
420	0.08867407162
421	0.08867244471
422	0.08867261934
423	0.08867488234
424	0.08867240045
425	0.08867267786
426	0.08867367445
427	0.08867374726
428	0.08867377719
429	0.08867395989
430	0.08867165401
431	0.08866993195
432	0.08867063952
433	0.08867048854
434	0.08866815541
435	0.08866881743
436	0.08866882993
437	0.08867074539
438	0.08867093212
439	0.08867031433
440	0.088668251
441	0.08866719767
442	0.08866454963
443	0.08866523845
444	0.08866555694
445	0.0886643388
446	0.08866311124
447	0.08866058737
448	0.088659857
449	0.088660603
450	0.08865881082
451	0.08865917266
452	0.0886596761
453	0.08865401011
454	0.08865271297
455	0.08865289655
456	0.08864891196
457	0.08864888246
458	0.0886481673
459	0.08864881277
460	0.08864803551
461	0.0886482477
462	0.08864702551
463	0.08864598469
464	0.08864598738
465	0.08864524228
466	0.08864400982
467	0.08864854609
468	0.08864730201
469	0.08864730157
470	0.08864849784
471	0.08864733463
472	0.08864675168
473	0.08864610889
474	0.08864595343
475	0.08864538298
476	0.088644901
477	0.08864370697
478	0.08864326205
479	0.08864318521
480	0.08864317583
481	0.08864202202
482	0.08864200102
483	0.08864177187
484	0.08864081056
485	0.08864051037
486	0.08863935923
487	0.08863841579
488	0.08863813123
489	0.08863781586
490	0.08863752639
491	0.08863692469
492	0.08863901302
493	0.08863859402
494	0.08863822233
495	0.08863841621
496	0.08863656419
497	0.08863635067
498	0.08863725257
499	0.08863253002
